S.No,PROVINCE ,DIVISION,DISTRICT ,TEHSIL ,TEHSIL - CODE,UC  CODE,UC NO,UC NAME,LATITUDE,LONGITUDE,UC_UR,LOCALITIES_NO,VILLAGE NO,VILLAGE CODE,VILLAGES
11207,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,8,5212158,DAAK MAKISKI
11208,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,7,5212157,DAAK BAZAR KOCHO
11209,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,6,5212156,CHILLARI
11210,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,5,5212155,CHATTI SARDASHT
11211,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,4,5212154,BAZWAJA KODAGE/ KODAIJ
11212,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,3,5212153,BAL HADUKI
11213,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,2,5212152,ALI BAZAR CHIBWARI
11214,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521215,5,KALLAG KULANCH,25.5583933,62.7532516,Rural,47,1,5212151,ABDULLAH BAZAR SARDASHT
11215,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,19,52121619,SHADI KOR
11216,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,18,52121618,SANARI JAMMI BAZAR
11217,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,17,52121617,SANARI
11218,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,16,52121616,QARAR BAZAR CHANDI
11219,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,15,52121615,MAKOLA
11220,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,14,52121614,KOHI BAZAR
11221,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,13,52121613,KARROD MEER SOBAN BAZAR
11222,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,12,52121612,KALMAT
11223,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,11,52121611,JUNZ KALMAT
11224,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,10,52121610,ISPEHAK KUNNAR BAZAR
11225,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,9,5212169,ISPEHAK
11226,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,8,5212168,HOMREKH
11227,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,7,5212167,GOR SUNT KALMAT
11228,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,6,5212166,DOSI
11229,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,5,5212165,DAD REHMAN BAZAR
11230,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,4,5212164,CHANDI MEER PINDOK BAZAR
11231,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,3,5212163,CHANDI LIQA BAZAR
11232,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,2,5212162,BAL
11233,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521216,6,KALMAT,25.38825417,63.8556366,Rural,19,1,5212161,BAKHSHI BAZAR
11235,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,47,52121847,USMAN BAZAR KAPPAR
11236,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,46,52121846,UMAR BAGGAD KAPPAR
11237,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,45,52121845,TAAJ MOHAMMAD BAZAR KAPPAR
11238,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,44,52121844,SULEMAN BOCHI BAZAR KAPPAR
11239,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,43,52121843,SHAREEF BAZAR KAPPAR
11240,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,42,52121842,SHAM UMAR WARD SARCHIB
11241,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,41,52121841,SHAM NALAINT
11242,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,40,52121840,SHAKAR BAL KAPPAR
11243,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,39,52121839,SHAFI MOHAMMAD MUHALA NALAINT
11244,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,38,52121838,SAWOOD
11245,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,37,52121837,PHAHLWAN MAZAR MUHALA NALAINT
11246,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,36,52121836,MUSAFIR BAZAR SARCHIB
11247,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,35,52121835,MURRAT MACHCHI
11248,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,34,52121834,MURAD DAD MUHALA NALAINT
11249,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,33,52121833,MURAD BAKHSH BAZAR KAPPAR
11250,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,32,52121832,MULA QADIR BAKHSH BAZAR KOHANI
11251,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,31,52121831,MULA AHMED BAZAR KAPPAR
11252,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,30,52121830,MUHAMMADI BAL NALAINT
11253,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,29,52121829,MOHAMMAD USMAN BAZAR SARCHIB
11254,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,28,52121828,MEER SHEER MOHAMMAD MUHALA NALAINT
11255,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,27,52121827,MEER QASIM MUHALA NALAINT
11256,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,26,52121826,MEER MACHCHI SULEMAN BAZAR
11257,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,25,52121825,MASTER MURAD JAN BAZAR
11258,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,24,52121824,KUHDA RAHIM BAKHSH BAZAR MEER MACHCHI
11259,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,23,52121823,KUHDA JAMSHEER BAZAR MEER MACHCHI
11260,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,22,52121822,KUHDA FOLADBL BAZAR KAPPAR
11261,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,21,52121821,KOLKOOR NALINAT
11262,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,20,52121820,KOHNDOOR
11263,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,19,52121819,KOH DEEM NALAINT
11264,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,18,52121818,ISHAQ MURAD BAZAR
11265,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,17,52121817,HATIR BAZAR JAHL KAPPAR
11266,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,16,52121816,HAJI NAWAB MUHALA NALINAT
11267,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,15,52121815,HAJI MOLA BAKHSH MUHALA NALAINT
11268,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,14,52121814,HAIDER GOTH KAPPAR
11269,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,13,52121813,GORGIJANI KAPPAR
11270,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,12,52121812,GAYABAN BAZAR KAPPAR
11271,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,11,52121811,FAQEER ABAD NALAINT
11272,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,10,52121810,DANNO KOH DEEM
11273,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,9,5212189,DAAK BAZAR KOH DEEM
11274,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,8,5212188,CHEEL BAZAR
11275,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,7,5212187,CHALLANI NALINAT
11276,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,6,5212186,CHAHTI ASHRAF BAZAR
11277,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,5,5212185,BHUNDI KAPPAR
11278,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,4,5212184,BAGGAD KAPPAR
11279,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,3,5212183,ANARI NALAINT
11280,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,2,5212182,ABBAS BAZAR KAPPAR
11281,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521218,8,NALINAT,25.2907235,62.709009,Rural,47,1,5212181,AAPI SAKHI DAD MUHALA
11282,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,11,52122911,SHAKKAL GOTH
11283,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,10,52122910,SEYAHEN KOH
11284,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,9,5212299,NADIL GOTH
11285,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,8,5212298,KULANCHI MOHALLAH
11286,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,7,5212297,KALLAR ABAD
11287,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,6,5212296,HARBOUR COLONY
11288,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,5,5212295,DILWASH GOTH
11289,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,4,5212294,DAILY GOTH
11290,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,3,5212293,BANGLA BAZAR / SHEPANKO BAZAR
11291,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,2,5212292,BALOCH COLONY
11292,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,521229,9,WARD NO 1/ MC PASNI,25.2675118,63.4444985,Urban,11,1,5212291,BABBAR SHOOR
11293,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212210,10,WARD NO 2 / MC PASNI,25.264477,63.4733137,Urban,2,2,52122102,SHAIKHANI MOHALLAH
11294,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212210,10,WARD NO 2 / MC PASNI,25.264477,63.4733137,Urban,2,1,52122101,ORMARI MOHALLAH
11297,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212212,12,WARD NO 3/ MC PASNI,25.2649853,63.4697177,Urban,4,4,52122124,MACHI MARKET
11298,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212212,12,WARD NO 3/ MC PASNI,25.2649853,63.4697177,Urban,4,3,52122123,IRANI MOHALLAH
11299,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212212,12,WARD NO 3/ MC PASNI,25.2649853,63.4697177,Urban,4,2,52122122,BAGH BAZAR
11300,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212212,12,WARD NO 3/ MC PASNI,25.2649853,63.4697177,Urban,4,1,52122121,AMAN ULLAH MOHALLAH
11301,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212213,13,WARD NO 4 / MC PASNI,25.2623724,63.4663055,Urban,2,2,52122132,ZOHBAG MOHALLAH/ GURRI BAZAR
11302,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212213,13,WARD NO 4 / MC PASNI,25.2623724,63.4663055,Urban,2,1,52122131,ISHTH-E- KAND
11303,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212214,14,WARD NO 5/ MC PASNI,25.2613677,63.4687978,Urban,4,4,52122144,RAHMAT ULLAH MOHALLAH
11304,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212214,14,WARD NO 5/ MC PASNI,25.2613677,63.4687978,Urban,4,3,52122143,MAHIGEERI MOHALLAH
11305,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212214,14,WARD NO 5/ MC PASNI,25.2613677,63.4687978,Urban,4,2,52122142,KAUDA ASGHAR MOHALLAH
11306,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212214,14,WARD NO 5/ MC PASNI,25.2613677,63.4687978,Urban,4,1,52122141,DIN MOHAMMAD MOHALLAH
11307,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212215,15,WARD NO 6/ MC PASNI,25.2532017,63.4692267,Urban,4,4,52122154,RASHID BAGH
11308,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212215,15,WARD NO 6/ MC PASNI,25.2532017,63.4692267,Urban,4,3,52122153,NEYA ABAD
11309,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212215,15,WARD NO 6/ MC PASNI,25.2532017,63.4692267,Urban,4,2,52122152,MIR RAHMAT  MOHALLAH
11310,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212215,15,WARD NO 6/ MC PASNI,25.2532017,63.4692267,Urban,4,1,52122151,GHULAM SARWAR MOHALLAH
11311,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212216,16,WARD NO 7/ MC PASNI,25.2502403,63.4610952,Urban,4,4,52122164,WAD SAR
11312,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212216,16,WARD NO 7/ MC PASNI,25.2502403,63.4610952,Urban,4,3,52122163,PRAHAG MOHALLAH
11313,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212216,16,WARD NO 7/ MC PASNI,25.2502403,63.4610952,Urban,4,2,52122162,KHUDA DAD MOHALLAH
11314,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,5212,5212216,16,WARD NO 7/ MC PASNI,25.2502403,63.4610952,Urban,4,1,52122161,KAUDA KULLI BAZAR/ KULLI HALK
11315,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,37,52151137,ZAHRAN SOBAN BAZAR
11316,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,36,52151136,ZAHRAN LAL MOHD BAZAR
11317,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,35,52151135,ZAHRAN DAD MOHD BAZAR
11318,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,34,52151134,TEERAN DASK
11319,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,33,52151133,TAWAKKAL BAZAR DOMB
11320,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,32,52151132,TAWAKKAL BAZAR
11321,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,31,52151131,SYED MOHD BAZAR KALATOO
11322,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,30,52151130,SUNTSAR BAZAR
11323,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,29,52151129,SEESADI
11324,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,28,52151128,SAMATHI
11325,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,27,52151127,SADIQ BAZAR
11326,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,26,52151126,RIGITTI DAK BAZAR
11327,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,25,52151125,QASIM BAZAR
11328,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,24,52151124,PUTHAN KHALID BAZAR
11329,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,23,52151123,PUTHAN ABDUL RAHMAN BAZAR
11330,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,22,52151122,PUMP BAZAR
11331,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,21,52151121,NUZRAT BAZAR
11332,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,20,52151120,MUJO
11333,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,19,52151119,METAING
11334,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,18,52151118,MESHOD
11335,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,17,52151117,MEERJAT
11336,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,16,52151116,MEERANI BAZAR
11337,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,15,52151115,MEER ABAD KULDAN
11338,BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,5215,521511,1,UC SUNTSAR,25.37614355,61.80297364,Rural,37,14,52151114,MEER ABAD KALATOO
