S.no,PROVINCE,DISTRICT,TEHSIL,TEHSIL - CODE,UC NAME,UC_UR,UC Number,UC CODE,LATITUDE,LONGITUDE,NUMBER OF VILLAGES,VILLAGE NUMBER,VILLAGE CODE,VILLAGE NAME
2691,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,9,1515119,PUKHTANOMAIRA
2692,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,8,1515118,MIRZASAR
2693,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,7,1515117,KUZSHAMNAL
2694,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,6,1515116,GULONOBAWRAI
2695,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,5,1515115,DHELAI
2696,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,4,1515114,BUDAL
2697,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,3,1515113,BATARA
2698,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,2,1515112,BARSHAMNAL
2699,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,BATARA,Rural,1,151511,34.545140,72.642928,14,1,1515111,ALAGRAM
2700,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,18,15151218,ZOMBAKI
2701,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,17,15151217,WRAN GANSHAL MERA
2702,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,16,15151216,TANGORA
2703,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,15,15151215,SANGARAY
2704,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,14,15151214,RAMZAY
2705,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,13,15151213,LOWARA DHARA
2706,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,12,15151212,KOTWAL
2707,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,11,15151211,JABAGAY
2708,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,10,15151210,GUMBAT
2709,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,9,1515129,GULBANDI
2710,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,8,1515128,GHAZI BANDA
2711,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,7,1515127,GANSHAL
2712,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,6,1515126,DAMBARA
2713,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,5,1515125,CHOOLA
2714,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,4,1515124,CHEENA KHPA
2715,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,3,1515123,BAMAY
2716,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,2,1515122,ASHARI
2717,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,GULBANDI,Rural,2,151512,34.603559,72.648790,18,1,1515121,ALAMI BANDI
2718,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,13,15151313,THERA
2719,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,12,15151312,SHANGRA
2720,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,11,15151311,SHAHI
2721,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,10,15151310,PANDHER
2722,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,9,1515139,KOT
2723,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,8,1515138,KASS
2724,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,7,1515137,KARAM
2725,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,6,1515136,GORI DAR
2726,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,5,1515135,CHALANDRAY
2727,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,4,1515134,BUT SERAI (DANG KOHI)
2728,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,3,1515133,BAIRU
2729,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,2,1515132,BAIMPUR
2730,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,PANDHER,Rural,3,151513,34.550193,72.669077,13,1,1515131,AJLAI
2731,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,12,15151412,TOPAY
2732,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,11,15151411,SHAHEEDE SAR
2733,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,10,15151410,MIRAGAI
2734,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,9,1515149,MEKHO KHPA
2735,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,8,1515148,MARADU
2736,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,7,1515147,KUZ TIRAJ
2737,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,6,1515146,INZARMAIRA
2738,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,5,1515145,FOLADAI
2739,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,4,1515144,BEKHANI
2740,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,3,1515143,BAR TIRAJ
2741,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,2,1515142,AWANAI
2742,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,34.615364,72.670452,12,1,1515141,ASHARY PATY
2743,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,SORAY,Rural,4,151514,0.000000,0.000000,1,1,1515141,SORAY
2744,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,TEHSIL COUNCIL CHAGHARZAI,Urban,5,151525,0.000000,0.000000,1,1,1515251,TEHSIL COUNCIL CHAGHARZAI
2745,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 2 GULLONO BORAY,Rural,6,151516,0.000000,0.000000,1,1,1515161,VC 2 GULLONO BORAY
2746,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 3 BUDAL,Rural,7,151517,0.000000,0.000000,1,1,1515171,VC 3 BUDAL
2747,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 4 BAR SHAMNAL,Rural,8,151518,0.000000,0.000000,1,1,1515181,VC 4 BAR SHAMNAL
2748,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 5 KOZ SHAMNAL,Rural,9,151519,0.000000,0.000000,1,1,1515191,VC 5 KOZ SHAMNAL
2749,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 6 TANGORA,Rural,10,1515110,0.000000,0.000000,1,1,15151101,VC 6 TANGORA
2750,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 7 BANJ KARA ,Rural,11,1515111,0.000000,0.000000,1,1,15151111,VC 7 BANJ KARA 
2751,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 8 SHANGRA,Rural,12,1515112,0.000000,0.000000,1,1,15151121,VC 8 SHANGRA
2752,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 10 SHER ALI,Rural,13,1515113,0.000000,0.000000,1,1,15151131,VC 10 SHER ALI
2753,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 11 MIRAGAI,Rural,14,1515114,0.000000,0.000000,1,1,15151141,VC 11 MIRAGAI
2754,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 12 BEKHANAI,Rural,15,1515115,0.000000,0.000000,1,1,15151151,VC 12 BEKHANAI
2755,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 13 TOPI,Rural,16,1515116,0.000000,0.000000,1,1,15151161,VC 13 TOPI
2756,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 14 BAZAR KOT ,Rural,17,1515117,0.000000,0.000000,1,1,15151171,VC 14 BAZAR KOT 
2757,KHYBER PAKHTUNKHWA,BUNER DISTRICT,CHAGHARZAI TEHSIL,1515,VC 16 GUMBAT,Rural,18,1515118,0.000000,0.000000,1,1,15151181,VC 16 GUMBAT
2758,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,ELAI,Rural,1,151111,34.501495,72.456690,6,6,1511116,ZAGA
2759,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,ELAI,Rural,1,151111,34.501495,72.456690,6,5,1511115,HASHAMSAR
2760,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,ELAI,Rural,1,151111,34.501495,72.456690,6,4,1511114,ELAI
2761,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,ELAI,Rural,1,151111,34.501495,72.456690,6,3,1511113,ASHEZO NAWAKALAY
2762,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,ELAI,Rural,1,151111,34.501495,72.456690,6,2,1511112,ASHEZO MAIRA
2763,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,ELAI,Rural,1,151111,34.501495,72.456690,6,1,1511111,ANGHAPOR
2764,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,KRAPA,Rural,2,151112,34.488282,72.461345,5,5,1511125,NAWAKALAY
2765,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,KRAPA,Rural,2,151112,34.488282,72.461345,5,4,1511124,MULAYOUSAF
2766,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,KRAPA,Rural,2,151112,34.488282,72.461345,5,3,1511123,KRAPA
2767,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,KRAPA,Rural,2,151112,34.488282,72.461345,5,2,1511122,HOSPITAL
2768,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,KRAPA,Rural,2,151112,34.488282,72.461345,5,1,1511121,BANDA
2769,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,10,15111310,VILLAGE COUNCIL 6
2770,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,9,1511139,VILLAGE COUNCIL 5
2771,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,8,1511138,VILLAGE COUNCIL 4
2772,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,7,1511137,VILLAGE COUNCIL 3
2773,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,6,1511136,VILLAGE COUNCIL 2
2774,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,5,1511135,VILLAGE COUNCIL 1
2775,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,4,1511134,TORWARSAK
2776,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,3,1511133,SHNAI
2777,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,2,1511132,KASS
2778,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TORWARSAK,Rural,3,151113,33.739232,73.096648,10,1,1511131,JANGDARA
2779,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,UC BATAI,Rural,4,151114,0.000000,0.000000,1,1,1511141,UC BATAI
2780,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,UC GOKAND,Rural,6,151116,34.664794,72.514103,1,1,1511161,UC GOKAND
2781,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,TEHSIL COUNCIL DAGGAR,Urban,7,151117,0.000000,0.000000,1,1,1511171,TEHSIL COUNCIL DAGGAR
2782,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 2 TOWARSAK-2 (SOUTH),Rural,8,151118,0.000000,0.000000,1,1,1511181,VC 2 TOWARSAK-2 (SOUTH)
2783,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 3 NAWAY KALAY ASHEZAI,Rural,9,151119,0.000000,0.000000,1,1,1511191,VC 3 NAWAY KALAY ASHEZAI
2784,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 4 ANGHAPUR ,Rural,10,1511110,0.000000,0.000000,1,1,15111101,VC 4 ANGHAPUR 
2785,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 6 ELAI 2 (NORTH),Rural,11,1511111,0.000000,0.000000,1,1,15111111,VC 6 ELAI 2 (NORTH)
2786,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 8 MULA YOUSAF,Rural,12,1511112,0.000000,0.000000,1,1,15111121,VC 8 MULA YOUSAF
2787,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 9 NAWAY KALAY PANJPAW,Rural,13,1511113,0.000000,0.000000,1,1,15111131,VC 9 NAWAY KALAY PANJPAW
2788,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 10 BANDA ,Rural,14,1511114,0.000000,0.000000,1,1,15111141,VC 10 BANDA 
2789,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 11 DAGGAR 1 (NORTH),Rural,15,1511115,0.000000,0.000000,1,1,15111151,VC 11 DAGGAR 1 (NORTH)
2790,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 12 DAGGAR 2 (SOUTH),Rural,16,1511116,0.000000,0.000000,1,1,15111161,VC 12 DAGGAR 2 (SOUTH)
2791,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 13 TOPDARA,Rural,17,1511117,0.000000,0.000000,1,1,15111171,VC 13 TOPDARA
2792,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 14 BAGGRA ,Rural,18,1511118,0.000000,0.000000,1,1,15111181,VC 14 BAGGRA 
2793,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 15 GHURDARA,Rural,19,1511119,0.000000,0.000000,1,1,15111191,VC 15 GHURDARA
2794,KHYBER PAKHTUNKHWA,BUNER DISTRICT,DAGGAR TEHSIL,1511,VC 17 BAR GOKAND,Rural,20,1511120,0.000000,0.000000,1,1,15111201,VC 17 BAR GOKAND
2795,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,AABKHEL,Rural,1,151611,34.532619,72.308339,6,6,1516116,NANSER
2796,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,AABKHEL,Rural,1,151611,34.532619,72.308339,6,5,1516115,KOHAY
2797,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,AABKHEL,Rural,1,151611,34.532619,72.308339,6,4,1516114,KINGERGALAI
2798,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,AABKHEL,Rural,1,151611,34.532619,72.308339,6,3,1516113,GIRARAI
2799,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,AABKHEL,Rural,1,151611,34.532619,72.308339,6,2,1516112,BAZARGAI
2800,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,AABKHEL,Rural,1,151611,34.532619,72.308339,6,1,1516111,BAMPOKHA
2801,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,GADEZI,Rural,2,151612,34.555917,72.448265,4,4,1516124,SULTANWAS
2802,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,GADEZI,Rural,2,151612,34.555917,72.448265,4,3,1516123,KALALAKHELA
2803,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,GADEZI,Rural,2,151612,34.555917,72.448265,4,2,1516122,GHAZIKHANE
2804,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,GADEZI,Rural,2,151612,34.555917,72.448265,4,1,1516121,BHAIKALAY
2805,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,MALAKPUR,Rural,3,151613,34.617917,72.443662,5,5,1516135,NARBATAWAL
2806,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,MALAKPUR,Rural,3,151613,34.617917,72.443662,5,4,1516134,MALAKPUR
2807,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,MALAKPUR,Rural,3,151613,34.617917,72.443662,5,3,1516133,DOKADA
2808,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,MALAKPUR,Rural,3,151613,34.617917,72.443662,5,2,1516132,BESHONAI
2809,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,MALAKPUR,Rural,3,151613,34.617917,72.443662,5,1,1516131,BALOKHAN
2810,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,9,1516149,SHAHIDANO BABA
2811,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,8,1516148,QADAR NAGAR
2812,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,7,1516147,PIRBABA
2813,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,6,1516146,PACHA TEHSIL
2814,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,5,1516145,PACHA KALAY KUZA HUJRA
2815,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,4,1516144,PACHA KALAY BARA HUJRA
2816,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,3,1516143,KALABAT KALAY
2817,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,2,1516142,BILAL NAGAR
2818,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,PACHA KALAY,Rural,4,151614,34.601409,72.456275,9,1,1516141,BATAI KALAY
2819,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,UC MALIKHEL,Rural,5,151615,34.549415,72.304552,6,6,1516156,LEGANAI
2820,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,UC MALIKHEL,Rural,5,151615,34.549415,72.304552,6,5,1516155,KATKALA
2821,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,UC MALIKHEL,Rural,5,151615,34.549415,72.304552,6,4,1516154,JOWAR 2
2822,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,UC MALIKHEL,Rural,5,151615,34.549415,72.304552,6,3,1516153,JOWAR 1
2823,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,UC MALIKHEL,Rural,5,151615,34.549415,72.304552,6,2,1516152,CHARAI
2824,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,UC MALIKHEL,Rural,5,151615,34.549415,72.304552,6,1,1516151,CHAR
2825,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,TEHSIL COUNCIL GADEZAI,Urban,6,151626,0.000000,0.000000,1,1,1516261,TEHSIL COUNCIL GADEZAI
2826,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 1 LEGANAI,Rural,7,151617,0.000000,0.000000,1,1,1516171,VC 1 LEGANAI
2827,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 2JOWAR 1,Rural,8,151618,0.000000,0.000000,1,1,1516181,VC 2JOWAR 1
2828,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 3 JAWAR 2,Rural,9,151619,0.000000,0.000000,1,1,1516191,VC 3 JAWAR 2
2829,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 4 KATKALA,Rural,10,1516110,0.000000,0.000000,1,1,15161101,VC 4 KATKALA
2830,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 5 BAR MAIRA,Rural,11,1516111,0.000000,0.000000,1,1,15161111,VC 5 BAR MAIRA
2831,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 6 KINGERGLAI,Rural,12,1516112,0.000000,0.000000,1,1,15161121,VC 6 KINGERGLAI
2832,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 7 GIRARAI,Rural,13,1516113,0.000000,0.000000,1,1,15161131,VC 7 GIRARAI
2833,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 8 NANSEAR,Rural,14,1516114,0.000000,0.000000,1,1,15161141,VC 8 NANSEAR
2834,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 9 BAMPOKHA ,Rural,15,1516115,0.000000,0.000000,1,1,15161151,VC 9 BAMPOKHA 
2835,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 10 BAZARGAY,Rural,16,1516116,0.000000,0.000000,1,1,15161161,VC 10 BAZARGAY
2836,KHYBER PAKHTUNKHWA,BUNER DISTRICT,GADEZAI TEHSIL,1516,VC 12 PACHA KALAY 2 (KOOZA HUJRA-1),Rural,17,1516117,0.000000,0.000000,1,1,15161171,VC 12 PACHA KALAY 2 (KOOZA HUJRA-1)
