UC ID/ Serial No.,PROVINCE ,DIVISION,DISTRICT ,TEHSIL,TEHSIL - CODE,UC NAME,UR_UR,UC Number,UC CODE,LATITUDE,LONGITUDE,NUMBER OF VILLAGES,V.NUMEBR,V.CODE,VILLAGE NAME
4167,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,11,86111111,UPPER DHAL QAZIYAN
4168,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,10,86111110,SURROL
4169,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,9,8611119,MARANNA
4170,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,8,8611118,LAMBI KASSI
4171,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,7,8611117,JABBAR
4172,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,6,8611116,DARRA
4173,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,5,8611115,BISOOTI
4174,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,4,8611114,BIRPANI
4175,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,3,8611113,BANJH BIRPANI
4176,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,2,8611112,BANI MINHASAN
4177,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,BIRPANI,RURAL,1,861111,34.0486819,73.7554778,11,1,8611111,BANI MAHLDARA
4178,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,17,86111217,THOULANGHER
4179,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,16,86111216,SHERPUR
4180,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,15,86111215,PADDAR
4181,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,14,86111214,NANGAL
4182,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,13,86111213,NAKKAR
4183,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,12,86111212,MUHAJAR CAMP
4184,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,11,86111211,MANJOOT
4185,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,10,86111210,LOWER KOT
4186,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,9,8611129,LOWER GEHLLAN
4187,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,8,8611128,LEERAN
4188,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,7,8611127,KOT
4189,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,6,8611126,GEHLAN
4190,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,5,8611125,DONGERI
4191,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,4,8611124,DHAK
4192,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,3,8611123,CHINAR COLONY
4193,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,2,8611122,CHATTAR KHAS
4194,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHATTAR NO 2,RURAL,2,861112,33.9436127,73.8337685,17,1,8611121,CHANNA
4195,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHOWKI AYUBABAD,RURAL,3,861113,33.996245,73.81247,7,7,8611137,THALA
4196,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHOWKI AYUBABAD,RURAL,3,861113,33.996245,73.81247,7,6,8611136,SOOFAY KOOLAN
4197,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHOWKI AYUBABAD,RURAL,3,861113,33.996245,73.81247,7,5,8611135,SAVER KALO UPPER
4198,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHOWKI AYUBABAD,RURAL,3,861113,33.996245,73.81247,7,4,8611134,NOOR GALA
4199,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHOWKI AYUBABAD,RURAL,3,861113,33.996245,73.81247,7,3,8611133,KHAWAS
4200,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHOWKI AYUBABAD,RURAL,3,861113,33.996245,73.81247,7,2,8611132,DUDHIYA
4201,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,CHOWKI AYUBABAD,RURAL,3,861113,33.996245,73.81247,7,1,8611131,CHOWKI KHAAS
4202,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,28,86111428,TUUP
4203,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,27,86111427,TOOPA
4204,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,26,86111426,SHAHEEDABAD
4205,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,25,86111425,SAIR
4206,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,24,86111424,SAHLIAN
4207,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,23,86111423,RICH NI KOT
4208,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,22,86111422,RATI DHERIAN
4209,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,21,86111421,PEEHREEN
4210,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,20,86111420,PAAN DHARE
4211,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,19,86111419,NAGAN SAHLIAN
4212,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,18,86111418,MONG SAHLIAN
4213,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,17,86111417,MANJEERI
4214,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,16,86111416,MAIDAN
4215,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,15,86111415,LOHRAAN
4216,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,14,86111414,KOTEERA SAHLIAN
4217,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,13,86111413,KARWAAL
4218,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,12,86111412,KANDWAAL
4219,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,11,86111411,KALAS
4220,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,10,86111410,GOOGLY NI NAKAR
4221,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,9,8611149,DHARE KHAS
4222,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,8,8611148,DHARA SHALIAN
4223,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,7,8611147,DEHRIAN
4224,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,6,8611146,DANA
4225,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,5,8611145,CHOTI NAKAR
4226,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,4,8611144,CHOOTA
4227,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,3,8611143,CHAFRI NARDI
4228,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,2,8611142,BADYAAR DHARE
4229,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,DHARE SAHLIAN,RURAL,4,861114,33.9495181,73.8135256,28,1,8611141,AKHORE NI HILL
4232,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,22,86111522,SAKHI PEER
4235,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,21,86111521,SAKAR KOT
4238,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,20,86111520,SAHLIAL KHAITER
4239,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,19,86111519,QADRABAD
4245,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,18,86111518,MANJEERI
4247,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,17,86111517,MAJH
4250,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,16,86111516,LARYAN
4253,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,15,86111515,KOT CHANNALA
4257,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,14,86111514,KHARL PANYALI
4259,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,13,86111513,KHARL MALDAYALAN
4261,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,12,86111512,KHARL GALI
4265,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,11,86111511,HANSLA
4269,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,10,86111510,DHAR SHAREEF
4271,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,9,8611159,DHAL
4276,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,8,8611158,CHAPPAR KAS
4278,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,7,8611157,CHAMOOT
4283,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,6,8611156,CHAM GARAN
4284,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,5,8611155,BROLI
4287,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,4,8611154,BHOUNT
4291,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,3,8611153,BEISOOTI
4293,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,2,8611152,BANDIAN
4297,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,ISLAM NAGAR,RURAL,5,861115,33.9632778,73.7991109,22,1,8611151,AKHORI HILL
4300,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,21,86111621,THANDA PANI
4301,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,20,86111620,SIR BAGLA
4302,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,19,86111619,SAVER MUTWALI KHAN
4303,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,18,86111618,RATNOI
4304,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,17,86111617,NAKKAR
4305,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,16,86111616,NAKKA DEHRA
4306,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,15,86111615,MOOHRI
4307,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,14,86111614,KYALAAN
4308,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,13,86111613,KOTLA
4309,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,12,86111612,KOOLAAN
4310,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,11,86111611,KHAWAJA
4311,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,10,86111610,KHARI DHAKKI
4312,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,9,8611169,KALSAAN
4313,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,8,8611168,JABBARR
4314,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,7,8611167,HUNDIYAAN
4315,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,6,8611166,GAANKRA
4316,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,5,8611165,DIMBA
4317,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,4,8611164,DHERIYAAN
4318,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,3,8611163,BOORRA
4319,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,2,8611162,BERRIYAN
4320,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,KHAWAJA RATNOI,RURAL,6,861116,34.0392974,73.8113853,21,1,8611161,AKHORRI
4321,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,28,86111728,SAR
4322,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,27,86111727,RAIKOT
4323,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,26,86111726,PAIN
4324,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,25,86111725,NAKAR
4325,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,24,86111724,MUJAHIDABAD
4326,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,23,86111723,MINARKOT
4327,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,22,86111722,MAARDIAN
4328,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,21,86111721,LOYER
4329,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,20,86111720,LOHAR BELLA
4330,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,19,86111719,KOLAH
4331,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,18,86111718,KHAS RAIKOT
4332,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,17,86111717,KHAIT AKHORA
4333,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,16,86111716,JHUNDI MUHAJAR CAMP
4334,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,15,86111715,JHANGI
4335,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,14,86111714,JAINDI
4336,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,13,86111713,JABRI
4337,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,12,86111712,JABRA
4338,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,11,86111711,GHOGHA
4339,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,10,86111710,GHAGHRAN
4340,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,9,8611179,DOGIAN
4341,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,8,8611178,DHULI
4342,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,7,8611177,CHOWKI
4343,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,6,8611176,CHOTA NAAR
4344,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,5,8611175,CHAMMAN KOTLIAN
4345,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,4,8611174,BARIAN
4346,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,3,8611173,BARDIAAN
4347,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,2,8611172,BARDI
4348,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NAAR SHER ALI KHAN,RURAL,7,861117,33.9314527,73.9211637,28,1,8611171,AZAD BARA
4349,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,13,86111813,PADDAR SYEDAN
4350,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,12,86111812,NINGA PANI
4351,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,11,86111811,NATHOEEN
4352,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,10,86111810,NARYOLA
4353,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,9,8611189,MOHRRAY
4354,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,8,8611188,MAIRA
4355,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,7,8611187,KOTERRI
4356,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,6,8611186,KASSANDA
4357,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,5,8611185,DHAAR NARYOLA
4358,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,4,8611184,DAKHAN SYEDAN
4359,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,3,8611183,CHAKNARRI
4360,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,2,8611182,BHURKA
4361,AZAD JAMMU AND KASHMIR,POONCH DIVISION,BAGH,BAGH,8611,NARYOLA,RURAL,8,861118,33.9508642,73.782888,13,1,8611181,ANYAAR PURA
