S.No,PROVINCE,DIVISION,DISTRICT,TEHSIL,TEHSIL - CODE,UC,UC_UR,UC NO,UC CODE,LATITUDE,LONGITUDE,LOCALITIES_NO,V.NO,VILLAGE CODE,Villages
21500,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,10,72141110,TINJUS
21501,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,9,7214119,TANDAL
21502,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,8,7214118,SHONGS TANDAL
21503,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,7,7214117,KHORPANGPA
21504,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,6,7214116,KHARBO
21505,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,5,7214115,KARALDU
21506,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,4,7214114,HOTTO RANGA
21507,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,3,7214113,HOTTO
21508,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,2,7214112,CHUNDA PAIN
21509,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,CHUNDA,RURAL,1,721411,35.32706920,75.50156760,10,1,7214111,CHUNDA BALA
21526,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,19,72141319,ZGANG
21527,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,18,72141318,STRANGLUNGMA
21528,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,17,72141317,SIKANDER ABAD
21529,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,16,72141316,SHUT
21530,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,15,72141315,SARBAR
21531,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,14,72141314,ORO
21532,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,13,72141313,NAZIMABAD
21533,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,12,72141312,MUNTAZIR ABAD
21534,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,11,72141311,MAQPONABAD
21535,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,10,72141310,LUNGMA
21536,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,9,7214139,KHAR
21537,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,8,7214138,KAWARDO BALA
21538,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,7,7214137,HASNAIN ABAD
21539,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,6,7214136,HAIDER ABAD
21540,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,5,7214135,HABIB ABAD
21541,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,4,7214134,ALI ABAD QUMRA
21542,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,3,7214133,ALI ABAD
21543,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,2,7214132,AKBAR ABAD
21544,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,KAWARDO,RURAL,3,721413,35.37027900,75.59457600,19,1,7214131,ABBAS ABAD
21545,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,SHAGRI KALAN,RURAL,4,721414,35.31437090,75.54153270,6,6,7214146,ZARSNA
21546,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,SHAGRI KALAN,RURAL,4,721414,35.31437090,75.54153270,6,5,7214145,SHIGRI KALAN
21547,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,SHAGRI KALAN,RURAL,4,721414,35.31437090,75.54153270,6,4,7214144,SHIGRI KALAN
21548,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,SHAGRI KALAN,RURAL,4,721414,35.31437090,75.54153270,6,3,7214143,SHIGRI BALA
21549,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,SHAGRI KALAN,RURAL,4,721414,35.31437090,75.54153270,6,2,7214142,RANGA
21550,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GAMBA,7214,SHAGRI KALAN,RURAL,4,721414,35.31437090,75.54153270,6,1,7214141,GAMBA
21551,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,12,72121112,SUMULUCK
21552,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,11,72121111,SHAWARN
21553,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,10,72121110,KUNAR
21554,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,9,7212119,GULTARI KHAS
21555,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,8,7212118,FULTUX
21556,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,7,7212117,FRANSHAT
21557,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,6,7212116,CHUNDO
21558,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,5,7212115,CHOTA DAS
21559,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,4,7212114,CHAMALONG
21560,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,3,7212113,CHAMA
21561,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,2,7212112,BUNYAL
21562,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,GULTARI,RURAL,1,721211,34.66992200,75.71665500,12,1,7212111,AKHARI DAS
21563,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,SHINGU SHIGAR,RURAL,2,721212,34.81666400,75.66663300,4,4,7212124,THALI
21564,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,SHINGU SHIGAR,RURAL,2,721212,34.81666400,75.66663300,4,3,7212123,MATHYAL
21565,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,SHINGU SHIGAR,RURAL,2,721212,34.81666400,75.66663300,4,2,7212122,KARABOSH DAS
21566,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,GULTARI,7212,SHINGU SHIGAR,RURAL,2,721212,34.81666400,75.66663300,4,1,7212121,GANYAL
21567,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BAGICHA,RURAL,1,721111,35.58828830,75.33447000,7,7,7211117,TUNGUS
21568,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BAGICHA,RURAL,1,721111,35.58828830,75.33447000,7,6,7211116,SORDAS
21569,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BAGICHA,RURAL,1,721111,35.58828830,75.33447000,7,5,7211115,SORDAS
21570,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BAGICHA,RURAL,1,721111,35.58828830,75.33447000,7,4,7211114,SARI
21571,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BAGICHA,RURAL,1,721111,35.58828830,75.33447000,7,3,7211113,GARBIDAS
21572,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BAGICHA,RURAL,1,721111,35.58828830,75.33447000,7,2,7211112,BAGRDO
21573,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BAGICHA,RURAL,1,721111,35.58828830,75.33447000,7,1,7211111,BAGICHA
21574,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,17,72111217,YOULBU
21575,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,16,72111216,THORSAY
21576,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,15,72111215,THIALAA
21577,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,14,72111214,SMARPHO
21578,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,13,72111213,SKILLOO
21579,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,12,72111212,RONKA
21580,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,11,72111211,PARI THAL
21581,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,10,72111210,MARMONG
21582,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,9,7211129,KACHLAS
21583,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,8,7211128,JAROT
21584,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,7,7211127,DRALANG
21585,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,6,7211126,DANGJING
21586,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,5,7211125,CHANGPAPA
21587,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,4,7211124,BROQBU SHALL
21588,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,3,7211123,BILAMIK
21589,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,2,7211122,BENSA
21590,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,BILAMIK,RURAL,2,721112,35.56678880,75.10253670,17,1,7211121,BATIYAL
21591,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,14,72111314,YOULBU
21592,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,13,72111313,TERAIL
21593,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,12,72111312,SISINGPO
21594,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,11,72111311,SILBU
21595,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,10,72111310,SHEKAAR
21596,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,9,7211139,SABSAR
21597,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,8,7211138,PONAY DAS
21598,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,7,7211137,KOT PAIN
21599,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,6,7211136,KOT BALA
21600,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,5,7211135,KHUTUMUSH
21601,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,4,7211134,KHAMEDAS
21602,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,3,7211133,GILISKAM
21603,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,2,7211132,FALCHACHI
21604,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,GANJI,RURAL,3,721113,35.62169200,75.00197840,14,1,7211131,DAISH
21605,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,15,72111415,SKILKHOR PIAN
21606,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,14,72111414,SKILKHOR BALA
21607,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,13,72111413,SKILKHOR BALA
21608,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,12,72111412,RINTHIQ JHING
21609,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,11,72111411,OQSTING
21610,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,10,72111410,MARMONG
21611,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,9,7211149,MALA KHOR
21612,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,8,7211148,KIAGHONO
21613,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,7,7211147,HAJI CHOKHA
21614,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,6,7211146,GUNGMA JROUNG
21615,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,5,7211145,DRANG PA KHOR
21616,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,4,7211144,DAMBOS PA
21617,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,3,7211143,CHOSPIA
21618,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,2,7211142,CHABATA PA
21619,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,HARPO,RURAL,4,721114,35.58252000,75.13955000,15,1,7211141,BURO CHER
21620,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,17,72111517,YOULPIA
21621,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,16,72111516,SKOYO
21622,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,15,72111515,SHOUT
21623,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,14,72111514,SHINGKHAN
21624,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,13,72111513,PATINO
21625,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,12,72111512,NAWASHER
21626,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,11,72111511,NANGIGOT
21627,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,10,72111510,MURADBAGH
21628,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,9,7211159,MENDI
21629,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,8,7211158,MALDAS
21630,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,7,7211157,KASHMAL
21631,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,6,7211156,HARDAS
21632,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,5,7211155,HARBOT
21633,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,4,7211154,HANGO
21634,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,3,7211153,HAMURA
21635,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,2,7211152,GAMAGHOL
21636,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,MENDI,RURAL,5,721115,35.58460890,75.16670200,17,1,7211151,ARMUNIK KASHMAL
21637,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,17,72111617,XAQSOOM
21638,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,16,72111616,TUKLA
21639,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,15,72111615,THRYNOS
21640,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,14,72111614,SOSA
21641,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,13,72111613,SKANGODAS
21642,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,12,72111612,SHANO
21643,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,11,72111611,SARFAGRONG
21644,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,10,72111610,RGALMOKAXA
21645,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,9,7211169,REGING
21646,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,8,7211168,LAGAF
21647,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,7,7211167,LACHO
21648,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,6,7211166,KHONBOSHOA
21649,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,5,7211165,KHARCHONG
21650,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,4,7211164,GORAPA
21651,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,3,7211163,GOND
21652,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,2,7211162,BURDIYA
21653,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 1,RURAL,6,721116,35.67560000,75.03082670,17,1,7211161,BROQPA GRONG
21654,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,9,7211179,STONGING
21655,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,8,7211178,STAK
21656,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,7,7211177,SHANGUS
21657,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,6,7211176,MOPA
21658,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,5,7211175,MALOPA
21659,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,4,7211174,KHIRXANG
21660,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,3,7211173,CHOTRON
21661,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,2,7211172,CHAMACHO
21662,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,STAK 2,RURAL,7,721117,35.67541500,75.03092670,9,1,7211171,BALYGRONG
21663,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,17,72111817,ULCHAKH
21664,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,16,72111816,TORZONG
21665,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,15,72111815,TARKHAN
21666,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,14,72111814,SHANGMA
21667,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,13,72111813,MUSHT
21668,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,12,72111812,MALONG GOND
21669,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,11,72111811,MALIYAR
21670,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,10,72111810,FAROL
21671,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,9,7211189,DUNSA
21672,GILGIT-BALTISTAN,BALTISTAN DIVISION,SKARDU,RONDU,7211,TALU,RURAL,8,721118,35.60508500,75.06860670,17,8,7211188,DARGHAKHS
